,Unique ID ,Parent ID,Name,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5
,604,594,Strollers and Joggers,Consumer Packaged Goods,Non-edible,Baby and Toddler Products,Strollers and Joggers,
,605,427,Media,Consumer Packaged Goods,Non-edible,Media,,
,606,605,Magazines and Newspapers,Consumer Packaged Goods,Non-edible,Media,Magazines and Newspapers,
,607,605,DVDs,Consumer Packaged Goods,Non-edible,Media,DVDs,
,608,605,Books and Audio Books,Consumer Packaged Goods,Non-edible,Media,Books and Audio Books,
,609,605,CDs and Vinyl Records,Consumer Packaged Goods,Non-edible,Media,CDs and Vinyl Records,
,610,427,Toys and Games,Consumer Packaged Goods,Non-edible,Toys and Games,,
,611,610,Games,Consumer Packaged Goods,Non-edible,Toys and Games,Games,
,612,610,Outdoor Play Equipment,Consumer Packaged Goods,Non-edible,Toys and Games,Outdoor Play Equipment,
,613,610,Puzzles,Consumer Packaged Goods,Non-edible,Toys and Games,Puzzles,
,614,610,Toys,Consumer Packaged Goods,Non-edible,Toys and Games,Toys,
,615,427,Luggage and Bags,Consumer Packaged Goods,Non-edible,Luggage and Bags,,
,616,,Education and Careers,Education and Careers,,,,
,617,616,Adult Education,Education and Careers,Adult Education,,,
,618,616,Career Improvement and Advice,Education and Careers,Career Improvement and Advice,,,
,619,616,Colleges and Universities,Education and Careers,Colleges and Universities,,,
,620,616,Employment Agencies,Education and Careers,Employment Agencies,,,
,621,616,Language Learning,Education and Careers,Language Learning,,,
,622,616,Online Education,Education and Careers,Online Education,,,
,623,616,Study Skills,Education and Careers,Study Skills,,,
,624,616,Teaching Resources,Education and Careers,Teaching Resources,,,
,625,,Family and Parenting,Family and Parenting,,,,
,626,625,Childcare,Family and Parenting,Childcare,,,
,627,626,Day Care Centers,Family and Parenting,Childcare,Day Care Centers,,
,628,626,Nanny Services,Family and Parenting,Childcare,Nanny Services,,
,629,625,Genealogy and Family Trees,Family and Parenting,Genealogy and Family Trees,,,
,630,625,Kids Activities,Family and Parenting,Kids Activities,,,
,631,,Finance and Insurance,Finance and Insurance,,,,
,632,631,Accountants,Finance and Insurance,Accountants,,,
,633,631,Banking,Finance and Insurance,Banking,,,
,634,631,Bookkeepers,Finance and Insurance,Bookkeepers,,,
,635,631,Credit and Debt Repair/Credit Reporting,Finance and Insurance,Credit and Debt Repair/Credit Reporting,,,
,636,631,Credit Cards,Finance and Insurance,Credit Cards,,,
,637,631,Insurance,Finance and Insurance,Insurance,,,
,638,637,Auto Insurance,Finance and Insurance,Insurance,Auto Insurance,,
,639,637,Home Insurance,Finance and Insurance,Insurance,Home Insurance,,
,640,637,Life Insurance,Finance and Insurance,Insurance,Life Insurance,,
,641,637,Medical Insurance,Finance and Insurance,Insurance,Medical Insurance,,
,642,631,Mortgage Lenders and Brokers,Finance and Insurance,Mortgage Lenders and Brokers,,,
,643,631,Payday and Emergency Loans,Finance and Insurance,Payday and Emergency Loans,,,
,644,631,Retirement Planning,Finance and Insurance,Retirement Planning,,,
,645,631,Stocks and Investments,Finance and Insurance,Stocks and Investments,,,
,646,631,Student Financial Aid,Finance and Insurance,Student Financial Aid,,,
,647,631,Tax Preparation Services,Finance and Insurance,Tax Preparation Services,,,
,648,,Food and Beverage Services,Food and Beverage Services,,,,
,649,648,Bakeries,Food and Beverage Services,Bakeries,,,
,650,648,Bars,Food and Beverage Services,Bars,,,
,651,648,Catering,Food and Beverage Services,Catering,,,
,652,648,Fast Food,Food and Beverage Services,Fast Food,,,
,653,648,Food Delivery Services,Food and Beverage Services,Food Delivery Services,,,
,654,648,Restaurants,Food and Beverage Services,Restaurants,,,
,655,,Furniture,Furniture,,,,
,656,655,Baby and Toddler Furniture,Furniture,Baby and Toddler Furniture,,,
,657,655,BBQ/Grills/Outdoor Dining,Furniture,BBQ/Grills/Outdoor Dining,,,
,658,655,Beds and Accessories,Furniture,Beds and Accessories,,,
,659,655,Benches,Furniture,Benches,,,
,660,655,Cabinets and Storage,Furniture,Cabinets and Storage,,,
,661,655,Chairs,Furniture,Chairs,,,
,662,655,Entertainment Centers and TV Stands,Furniture,Entertainment Centers and TV Stands,,,
,663,655,Furniture Sets,Furniture,Furniture Sets,,,
,664,655,Outdoor Furniture,Furniture,Outdoor Furniture,,,
,665,655,Shelving,Furniture,Shelving,,,
,666,655,Sofas,Furniture,Sofas,,,
,667,655,Tables,Furniture,Tables,,,
,668,,Gifts and Holiday Items,Gifts and Holiday Items,,,,
,669,668,Flowers,Gifts and Holiday Items,Flowers,,,
,670,668,Gift Baskets,Gifts and Holiday Items,Gift Baskets,,,
,671,668,Gift Cards and Coupons,Gifts and Holiday Items,Gift Cards and Coupons,,,
,672,668,Gift Certificates,Gifts and Holiday Items,Gift Certificates,,,
,673,668,Greeting Cards,Gifts and Holiday Items,Greeting Cards,,,
,674,668,Holiday and Ethnic Items,Gifts and Holiday Items,Holiday and Ethnic Items,,,
,675,668,Party Goods,Gifts and Holiday Items,Party Goods,,,
,676,,Hardware Supplies,Hardware Supplies,,,,
,677,676,Agriculture and Farming Equipment,Hardware Supplies,Agriculture and Farming Equipment,,,
,678,676,Building Materials,Hardware Supplies,Building Materials,,,
,679,676,Building Products,Hardware Supplies,Building Products,,,
,680,676,Building Supplies,Hardware Supplies,Building Supplies,,,
,681,676,Carpentry Supplies,Hardware Supplies,Carpentry Supplies,,,
,682,676,Electrical Equipment,Hardware Supplies,Electrical Equipment,,,
,683,676,Fencing and Barriers,Hardware Supplies,Fencing and Barriers,,,
,684,676,Fuel Containers and Tanks,Hardware Supplies,Fuel Containers and Tanks,,,
,685,676,Hardware Accessories,Hardware Supplies,Hardware Accessories,,,
,686,676,Hardware Pumps,Hardware Supplies,Hardware Pumps,,,
,687,676,Heating/Ventilation/Air Conditioning,Hardware Supplies,Heating/Ventilation/Air Conditioning,,,
,688,676,Locks and Keys,Hardware Supplies,Locks and Keys,,,
,689,676,Machinery,Hardware Supplies,Machinery,,,
,690,676,Plumbing Supplies,Hardware Supplies,Plumbing Supplies,,,
,691,676,Power and Electrical Supplies,Hardware Supplies,Power and Electrical Supplies,,,
,692,676,Small Engines,Hardware Supplies,Small Engines,,,
,693,676,Storage Tanks,Hardware Supplies,Storage Tanks,,,
,694,676,Tools,Hardware Supplies,Tools,,,
,695,676,Work Safety Protective Gear,Hardware Supplies,Work Safety Protective Gear,,,
,696,,Health and Medical Services,Health and Medical Services,,,,
,697,696,Alternative and Natural Medicine,Health and Medical Services,Alternative and Natural Medicine,,,
,698,696,Chiropractors,Health and Medical Services,Chiropractors,,,
,699,696,Clinical Research,Health and Medical Services,Clinical Research,,,
,700,696,Cosmetic Medical Services,Health and Medical Services,Cosmetic Medical Services,,,
,701,696,Dental Care,Health and Medical Services,Dental Care,,,
,702,696,Drugstores and Pharmacies,Health and Medical Services,Drugstores and Pharmacies,,,
,703,696,Elder Care,Health and Medical Services,Elder Care,,,
,704,696,Hair Loss Treatments,Health and Medical Services,Hair Loss Treatments,,,
,705,696,Health Care and Physicians,Health and Medical Services,Health Care and Physicians,,,
,706,696,Health Services,Health and Medical Services,Health Services,,,
,707,696,Hospitals,Health and Medical Services,Hospitals,,,
,708,696,Massage Therapists,Health and Medical Services,Massage Therapists,,,
,709,696,Physical Therapists,Health and Medical Services,Physical Therapists,,,
,710,696,Skin Care Treatments,Health and Medical Services,Skin Care Treatments,,,
,711,696,Smoking Cessation,Health and Medical Services,Smoking Cessation,,,
,712,696,Vaccines,Health and Medical Services,Vaccines,,,
,713,696,Vision Care,Health and Medical Services,Vision Care,,,
,714,,Hobbies and Interests,Hobbies and Interests,,,,
,715,714,Arts and Crafts,Hobbies and Interests,Arts and Crafts,,,
,716,714,Musical Instruments and Accessories,Hobbies and Interests,Musical Instruments and Accessories,,,
,717,714,Psychics and Astrology,Hobbies and Interests,Psychics and Astrology,,,
,718,714,Workshops and Classes,Hobbies and Interests,Workshops and Classes,,,
,719,,Home and Garden Services,Home and Garden Services,,,,
,720,719,Appliance Repair,Home and Garden Services,Appliance Repair,,,
,721,719,Business and Home Security Services,Home and Garden Services,Business and Home Security Services,,,
,722,719,Carpeting and Flooring Services,Home and Garden Services,Carpeting and Flooring Services,,,
,723,719,Emergency Preparedness,Home and Garden Services,Emergency Preparedness,,,
,724,719,"Flood, Fire and Gas Safety",Home and Garden Services,"Flood, Fire and Gas Safety",,,
,725,719,Gas and Electric Services,Home and Garden Services,Gas and Electric Services,,,
,726,719,Home Improvement and Repair,Home and Garden Services,Home Improvement and Repair,,,
,727,719,Housekeeping Services,Home and Garden Services,Housekeeping Services,,,
,728,719,Landscaping Services,Home and Garden Services,Landscaping Services,,,
,729,719,Lawn and Garden Services,Home and Garden Services,Lawn and Garden Services,,,
,730,719,Pest Exterminators,Home and Garden Services,Pest Exterminators,,,
,731,719,Plumbers,Home and Garden Services,Plumbers,,,
,732,719,Pool and Spa Installation and Maintenance,Home and Garden Services,Pool and Spa Installation and Maintenance,,,
,733,719,Remodeling and Construction,Home and Garden Services,Remodeling and Construction,,,
,734,719,Water Services,Home and Garden Services,Water Services,,,
,735,719,Window Installation and Treatments,Home and Garden Services,Window Installation and Treatments,,,
,736,,Legal Services,Legal Services,,,,
,737,736,Attorneys,Legal Services,Attorneys,,,
,738,736,Bail Bonds,Legal Services,Bail Bonds,,,
,739,,Life Events,Life Events,,,,
,740,739,Anniversary,Life Events,Anniversary,,,
,741,739,Baby Showers,Life Events,Baby Showers,,,
,742,739,Bachelor and Bachelorette Parties,Life Events,Bachelor and Bachelorette Parties,,,
,743,739,Birthdays,Life Events,Birthdays,,,
,744,739,Births,Life Events,Births,,,
,745,739,Funeral Supplies and Services,Life Events,Funeral Supplies and Services,,,
,746,739,Graduations,Life Events,Graduations,,,
,747,739,Proms,Life Events,Proms,,,
,748,739,Wedding Services and Supplies ,Life Events,Wedding Services and Supplies ,,,
,749,,Logistics and Delivery,Logistics and Delivery,,,,
,750,749,Shipping Services,Logistics and Delivery,Shipping Services,,,
,751,749,Storage Facilities,Logistics and Delivery,Storage Facilities,,,
,752,,Non-Profits,Non-Profits,,,,
,753,752,Charities and Donations,Non-Profits,Charities and Donations,,,
,754,752,Civic Organizations,Non-Profits,Civic Organizations,,,
,755,752,Federations and Professional Associations,Non-Profits,Federations and Professional Associations,,,
,756,752,Military Organizations,Non-Profits,Military Organizations,,,
,757,752,NGOs,Non-Profits,NGOs,,,
,758,752,PSAs,Non-Profits,PSAs,,,
,759,,Office Equipment and Supplies,Office Equipment and Supplies,,,,
,760,759,Office Furniture,Office Equipment and Supplies,Office Furniture,,,
,761,759,Stationery,Office Equipment and Supplies,Stationery,,,
,762,,Pet Services,Pet Services,,,,
,763,762,Pet Breeders,Pet Services,Pet Breeders,,,
,764,762,Pet Grooming,Pet Services,Pet Grooming,,,
,765,762,Pet Sitting,Pet Services,Pet Sitting,,,
,766,762,Pet Stores,Pet Services,Pet Stores,,,
,767,762,Veterinary Services,Pet Services,Veterinary Services,,,
,768,,"Pharmaceuticals, Conditions, and Symptoms","Pharmaceuticals, Conditions, and Symptoms",,,,
,769,,Real Estate,Real Estate,,,,
,770,769,Commercial Real Estate,Real Estate,Commercial Real Estate,,,
,771,769,Real Estate Rentals,Real Estate,Real Estate Rentals,,,
,772,769,Real Estate Sales,Real Estate,Real Estate Sales,,,
,773,769,Real Estate Services For Owners,Real Estate,Real Estate Services For Owners,,,
,774,769,Residential Real Estate,Real Estate,Residential Real Estate,,,
,775,,Recreation and Fitness Activities,Recreation and Fitness Activities,,,,
,776,775,Dance Studios,Recreation and Fitness Activities,Dance Studios,,,
,777,775,Gyms and Health Clubs,Recreation and Fitness Activities,Gyms and Health Clubs,,,
,778,775,Participant Sports Leagues,Recreation and Fitness Activities,Participant Sports Leagues,,,
,779,775,Personal Trainers,Recreation and Fitness Activities,Personal Trainers,,,
,780,775,Self Defense and Martial Arts Classes,Recreation and Fitness Activities,Self Defense and Martial Arts Classes,,,
,781,775,Swimming Facilities,Recreation and Fitness Activities,Swimming Facilities,,,
,782,775,Yoga Studios,Recreation and Fitness Activities,Yoga Studios,,,
,783,,Software,Software,,,,
,784,783,Computer Software,Software,Computer Software,,,
,785,784,3-D Graphics,Software,Computer Software,3-D Graphics,,
,786,784,Photo Editing Software,Software,Computer Software,Photo Editing Software,,
,787,784,Shareware and Freeware,Software,Computer Software,Shareware and Freeware,,
,788,784,Video Software,Software,Computer Software,Video Software,,
,789,784,Web Conferencing,Software,Computer Software,Web Conferencing,,
,790,784,Antivirus Software,Software,Computer Software,Antivirus Software,,
,791,784,Browsers,Software,Computer Software,Browsers,,
,792,784,Computer Animation,Software,Computer Software,Computer Animation,,
,793,784,Databases,Software,Computer Software,Databases,,
,794,784,Desktop Publishing,Software,Computer Software,Desktop Publishing,,
,795,784,Digital Audio,Software,Computer Software,Digital Audio,,
,796,784,Graphics Software,Software,Computer Software,Graphics Software,,
,797,784,Operating Systems,Software,Computer Software,Operating Systems,,
,798,784,Productivity Software,Software,Computer Software,Productivity Software,,
,799,784,Messaging Software,Software,Computer Software,Messaging Software,,
,800,784,Gaming Software,Software,Computer Software,Gaming Software,,
,801,783,Digital Goods and Currency,Software,Digital Goods and Currency,,,
,802,,Sporting Goods,Sporting Goods,,,,
,803,802,Athletics Equipment,Sporting Goods,Athletics Equipment,,,
,804,803,Baseball and Softball Equipment,Sporting Goods,Athletics Equipment,Baseball and Softball Equipment,,
,805,803,Basketball Equipment,Sporting Goods,Athletics Equipment,Basketball Equipment,,
,806,803,Boxing and Martial Arts Equipment,Sporting Goods,Athletics Equipment,Boxing and Martial Arts Equipment,,
,807,803,Figure Skating and Hockey Equipment,Sporting Goods,Athletics Equipment,Figure Skating and Hockey Equipment,,
,808,803,Football Equipment,Sporting Goods,Athletics Equipment,Football Equipment,,
,809,803,General Purpose Athletic Equipment,Sporting Goods,Athletics Equipment,General Purpose Athletic Equipment,,
,810,803,Gymnastics Equipment,Sporting Goods,Athletics Equipment,Gymnastics Equipment,,
,811,803,Soccer Equipment,Sporting Goods,Athletics Equipment,Soccer Equipment,,
,812,803,Tennis Equipment,Sporting Goods,Athletics Equipment,Tennis Equipment,,
,813,803,Track and Field Equipment,Sporting Goods,Athletics Equipment,Track and Field Equipment,,
,814,803,Volleyball Equipment,Sporting Goods,Athletics Equipment,Volleyball Equipment,,
,815,803,Water Polo Equipment,Sporting Goods,Athletics Equipment,Water Polo Equipment,,
,816,803,Wrestling Equipment,Sporting Goods,Athletics Equipment,Wrestling Equipment,,
,817,802,Exercise and Fitness Equipment,Sporting Goods,Exercise and Fitness Equipment,,,
,818,802,Indoor Games Equipment,Sporting Goods,Indoor Games Equipment,,,
,819,802,Outdoor Recreation Equipment,Sporting Goods,Outdoor Recreation Equipment,,,
,820,819,Boating and Water Sports Equipment,Sporting Goods,Outdoor Recreation Equipment,Boating and Water Sports Equipment,,
,821,819,Camping and Hiking Equipment,Sporting Goods,Outdoor Recreation Equipment,Camping and Hiking Equipment,,
,822,819,Climbing Equipment,Sporting Goods,Outdoor Recreation Equipment,Climbing Equipment,,
,823,819,Bicycles and Cycling Equipment,Sporting Goods,Outdoor Recreation Equipment,Bicycles and Cycling Equipment,,
,824,819,Equestrian Equipment,Sporting Goods,Outdoor Recreation Equipment,Equestrian Equipment,,
,825,819,Fishing Equipment,Sporting Goods,Outdoor Recreation Equipment,Fishing Equipment,,
,826,819,Golf Equipment,Sporting Goods,Outdoor Recreation Equipment,Golf Equipment,,
,827,819,Hang Gliding and Skydiving Equipment,Sporting Goods,Outdoor Recreation Equipment,Hang Gliding and Skydiving Equipment,,
,828,819,Hunting and Shooting Equipment,Sporting Goods,Outdoor Recreation Equipment,Hunting and Shooting Equipment,,
,829,819,Inline and Roller Skating Equipment,Sporting Goods,Outdoor Recreation Equipment,Inline and Roller Skating Equipment,,
,830,819,Outdoor Games Equipment,Sporting Goods,Outdoor Recreation Equipment,Outdoor Games Equipment,,
,831,819,Skateboards and Accessories,Sporting Goods,Outdoor Recreation Equipment,Skateboards and Accessories,,
,832,819,Winter Sports Equipment,Sporting Goods,Outdoor Recreation Equipment,Winter Sports Equipment,,
,833,,Travel and Tourism,Travel and Tourism,,,,
,834,833,Adventure Travel,Travel and Tourism,Adventure Travel,,,
,835,833,Air Travel,Travel and Tourism,Air Travel,,,
,836,833,Auto Rental,Travel and Tourism,Auto Rental,,,
,837,833,Beach Travel,Travel and Tourism,Beach Travel,,,
,838,833,Bed and Breakfasts,Travel and Tourism,Bed and Breakfasts,,,
,839,833,Budget Travel,Travel and Tourism,Budget Travel,,,
,840,833,Business Travel,Travel and Tourism,Business Travel,,,
,841,840,Taxi Services,Travel and Tourism,Business Travel,Taxi Services,,
,842,840,Ride-sharing Services,Travel and Tourism,Business Travel,Ride-sharing Services,,
,843,833,Camping,Travel and Tourism,Camping,,,
,844,833,Coach Travel,Travel and Tourism,Coach Travel,,,
,845,833,Cruise Travel,Travel and Tourism,Cruise Travel,,,
,846,833,Day Trips,Travel and Tourism,Day Trips,,,
,847,833,Family Travel,Travel and Tourism,Family Travel,,,
,848,833,Ferry Travel,Travel and Tourism,Ferry Travel,,,
,849,833,Honeymoons and Getaways,Travel and Tourism,Honeymoons and Getaways,,,
,850,833,Hotels and Resorts,Travel and Tourism,Hotels and Resorts,,,
,851,833,Motels,Travel and Tourism,Motels,,,
,852,833,Passenger Transportation,Travel and Tourism,Passenger Transportation,,,
,853,833,Rail Travel,Travel and Tourism,Rail Travel,,,
,854,833,Road Trips,Travel and Tourism,Road Trips,,,
,855,833,Sightseeing Tours and Activities,Travel and Tourism,Sightseeing Tours and Activities,,,
,856,833,Spas,Travel and Tourism,Spas,,,
,857,833,Timeshares,Travel and Tourism,Timeshares,,,
,858,833,Travel Agents and Online Travel Services,Travel and Tourism,Travel Agents and Online Travel Services,,,
,859,833,Travel Insurance,Travel and Tourism,Travel Insurance,,,
,860,,Web Services,Web Services,,,,
,861,860,Domain Services,Web Services,Domain Services,,,
,862,860,Internet Providers,Web Services,Internet Providers,,,
,863,860,Web Hosting and Cloud Computing,Web Services,Web Hosting and Cloud Computing,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
